N,P,K,ph,soil_type
69,15,154,5.55,Clay
124,45,17,7.99,Alkaline
90,118,182,6.15,Clay
69,96,120,5.76,Sandy
129,79,179,5.5,Loamy
83,71,114,9.29,Alkaline
88,9,161,8.13,Alkaline
78,120,84,3.62,Acidic
112,122,104,9.24,Alkaline
92,15,21,8.15,Alkaline
71,48,152,4.4,Acidic
48,81,118,3.96,Acidic
51,122,10,5.35,Acidic
32,120,26,7.25,Sandy
21,71,141,7.2,Clay
113,17,164,5.16,Acidic
132,96,92,6.17,Loamy
17,15,37,4.77,Acidic
117,143,74,3.8,Acidic
116,89,53,6.6,Loamy
36,89,108,5.58,Sandy
63,139,162,6.76,Clay
137,21,106,9.18,Alkaline
78,52,148,4.36,Acidic
122,101,197,3.51,Acidic
43,79,110,3.96,Acidic
81,141,86,6.28,Sandy
86,81,90,7.74,Alkaline
15,132,18,6.98,Sandy
53,41,188,6.47,Clay
101,34,169,5.62,Clay
97,51,53,5.36,Acidic
1,139,54,5.76,Sandy
93,52,168,7.17,Loamy
140,138,184,4.51,Acidic
58,38,27,8.13,Alkaline
68,105,70,6.95,Sandy
118,50,203,5.11,Acidic
91,74,177,6.51,Loamy
44,140,119,9.28,Alkaline
23,28,32,3.62,Acidic
90,71,24,4.7,Acidic
93,8,181,6.19,Clay
57,5,189,7.33,Clay
127,38,125,4.77,Acidic
6,113,101,9.09,Alkaline
46,13,191,7.36,Clay
52,67,123,8.76,Alkaline
37,14,113,5.48,Acidic
52,142,30,8.47,Alkaline
47,48,151,5.77,Clay
94,122,110,5.02,Acidic
136,10,145,8.97,Alkaline
63,125,66,4.05,Acidic
92,99,130,9.16,Alkaline
124,115,146,6.25,Loamy
38,109,205,9.46,Alkaline
3,68,143,6.74,Clay
125,144,71,8.04,Alkaline
2,75,16,3.54,Acidic
63,108,39,6.48,Sandy
28,93,114,7.92,Alkaline
115,10,171,8.2,Alkaline
10,114,164,4.45,Acidic
96,116,18,6.01,Loamy
101,131,197,6.01,Loamy
20,140,159,4.12,Acidic
38,67,105,6.16,Sandy
101,145,64,8.34,Alkaline
45,22,47,5.3,Acidic
65,81,197,6.1,Clay
90,143,59,9.27,Alkaline
110,107,113,3.69,Acidic
81,121,97,7.05,Sandy
122,21,167,7.96,Alkaline
98,18,99,8.07,Alkaline
34,61,164,7.8,Alkaline
102,97,151,7.86,Alkaline
128,138,99,3.85,Acidic
24,118,171,6.7,Clay
42,136,152,8.2,Alkaline
83,143,32,4.06,Acidic
50,113,7,3.57,Acidic
129,123,164,8.39,Alkaline
125,96,90,7.77,Alkaline
68,15,112,5.97,Sandy
8,103,190,9.14,Alkaline
1,12,186,8.1,Alkaline
9,118,174,9.31,Alkaline
113,69,121,9.08,Alkaline
75,97,112,6.39,Sandy
84,108,19,8.03,Alkaline
48,103,66,7.52,Alkaline
69,88,35,8.37,Alkaline
130,77,193,8.23,Alkaline
132,63,30,4.42,Acidic
89,35,201,4.9,Acidic
25,68,189,5.09,Acidic
71,52,152,8.41,Alkaline
4,27,70,8.36,Alkaline
14,59,153,6.47,Clay
122,11,119,6.98,Sandy
0,116,64,8.46,Alkaline
2,110,67,5.38,Acidic
46,102,183,3.8,Acidic
94,16,105,6.4,Sandy
12,64,171,8.98,Alkaline
119,56,104,8.24,Alkaline
54,144,143,5.7,Clay
65,145,123,3.89,Acidic
89,76,61,7.32,Sandy
61,129,135,8.51,Alkaline
101,64,41,7.49,Loamy
138,35,115,6.05,Sandy
7,81,157,4.24,Acidic
96,80,153,8.96,Alkaline
116,65,116,5.16,Acidic
63,6,174,4.85,Acidic
20,125,5,8.4,Alkaline
114,63,27,9.39,Alkaline
84,44,111,7.46,Sandy
19,36,117,7.25,Sandy
7,42,156,5.42,Acidic
57,96,179,3.62,Acidic
45,92,93,4.65,Acidic
30,145,139,7.01,Clay
92,89,42,4.41,Acidic
8,80,51,8.8,Alkaline
14,132,107,4.63,Acidic
93,17,167,6.63,Clay
137,43,66,6.57,Sandy
28,27,77,7.12,Sandy
79,114,7,5.46,Acidic
35,111,106,8.74,Alkaline
83,96,152,6.17,Clay
108,28,109,7.7,Alkaline
117,38,48,7.32,Sandy
36,116,164,4.2,Acidic
85,142,104,7.24,Sandy
70,122,30,6.8,Sandy
92,11,52,8.89,Alkaline
79,94,9,8.79,Alkaline
101,17,63,4.41,Acidic
13,84,65,3.99,Acidic
116,34,53,5.27,Acidic
72,137,162,9.42,Alkaline
90,20,149,3.63,Acidic
89,44,74,7.54,Alkaline
28,41,190,7.15,Clay
48,82,195,7.38,Clay
71,20,193,4.81,Acidic
132,47,195,4.86,Acidic
41,67,19,6.08,Sandy
134,19,5,4.08,Acidic
41,141,145,3.95,Acidic
104,69,180,4.03,Acidic
26,48,132,6.94,Clay
57,24,166,5.89,Clay
45,123,129,5.26,Acidic
65,116,162,5.39,Acidic
24,127,23,4.74,Acidic
72,84,123,5.97,Clay
116,104,68,4.72,Acidic
128,10,70,7.69,Alkaline
86,87,61,4.24,Acidic
73,35,48,9.19,Alkaline
124,70,16,4.04,Acidic
66,22,126,9.16,Alkaline
5,32,172,8.5,Alkaline
124,72,28,7.58,Alkaline
57,118,143,8.97,Alkaline
69,62,198,4.34,Acidic
52,133,5,4.56,Acidic
65,43,190,5.01,Acidic
57,110,32,4.97,Acidic
81,5,72,5.37,Acidic
86,79,109,6.95,Sandy
1,92,98,3.67,Acidic
36,64,128,5.79,Clay
102,134,191,4.98,Acidic
23,114,203,7.14,Clay
111,23,128,9.41,Alkaline
64,66,26,6.61,Sandy
128,75,161,6.05,Loamy
116,115,93,5.71,Loamy
115,137,201,8.21,Alkaline
104,76,49,3.93,Acidic
2,82,202,9.26,Alkaline
45,104,128,6.01,Clay
54,75,149,5.38,Acidic
74,11,83,9.34,Alkaline
44,54,43,9.12,Alkaline
76,50,172,7.35,Clay
23,76,32,3.61,Acidic
34,80,134,7.99,Alkaline
23,78,159,5.51,Clay
27,77,153,5.83,Clay
15,106,91,4.45,Acidic
58,98,139,6.64,Clay
14,73,193,7.97,Alkaline
10,69,56,5.14,Acidic
78,66,180,9.13,Alkaline
114,24,130,4.67,Acidic
67,48,151,3.9,Acidic
42,66,77,7.37,Sandy
68,111,144,8.6,Alkaline
140,129,98,9.22,Alkaline
137,49,203,8.1,Alkaline
74,15,6,4.7,Acidic
102,92,21,9.37,Alkaline
40,50,129,9.02,Alkaline
58,116,135,4.48,Acidic
38,85,25,6.85,Sandy
2,36,82,6.83,Sandy
6,102,83,6.16,Sandy
48,9,55,9.41,Alkaline
25,33,110,3.86,Acidic
100,52,109,7.26,Loamy
78,20,14,4.73,Acidic
1,76,120,6.66,Sandy
126,33,59,8.18,Alkaline
131,50,40,4.98,Acidic
19,27,55,5.86,Sandy
116,98,78,9.2,Alkaline
31,118,21,8.07,Alkaline
27,38,65,6.94,Sandy
76,121,95,4.83,Acidic
0,33,145,6.05,Clay
55,13,197,8.14,Alkaline
34,43,99,8.42,Alkaline
111,139,84,4.97,Acidic
29,114,107,7.47,Sandy
53,73,52,4.07,Acidic
35,140,90,3.64,Acidic
79,100,74,6.79,Sandy
57,123,51,4.85,Acidic
82,122,14,3.97,Acidic
64,22,189,7.88,Alkaline
68,106,84,6.49,Sandy
127,114,17,8.28,Alkaline
50,86,193,7.48,Clay
21,109,62,7.88,Alkaline
106,20,88,5.34,Acidic
108,25,72,5.08,Acidic
115,142,88,7.11,Loamy
100,110,90,4.7,Acidic
99,136,161,8.39,Alkaline
67,48,148,6.64,Clay
35,127,67,4.86,Acidic
21,140,179,7.25,Clay
65,115,47,9.17,Alkaline
20,121,155,3.99,Acidic
99,130,162,4.16,Acidic
127,23,189,8.56,Alkaline
43,68,34,4.16,Acidic
102,44,71,3.74,Acidic
46,55,188,5.59,Clay
38,141,28,6.3,Sandy
28,60,105,6.92,Sandy
53,85,110,6.54,Sandy
89,74,105,8.98,Alkaline
84,132,12,8.11,Alkaline
16,130,176,9.4,Alkaline
79,65,100,6.36,Sandy
72,84,166,4.01,Acidic
48,125,39,9.23,Alkaline
100,105,100,3.52,Acidic
1,81,54,8.16,Alkaline
58,130,149,3.69,Acidic
96,26,6,8.07,Alkaline
98,87,186,9.13,Alkaline
102,145,48,5.84,Loamy
1,82,106,4.95,Acidic
40,99,181,4.86,Acidic
122,113,134,6.45,Loamy
81,114,76,4.53,Acidic
131,56,114,7.54,Alkaline
139,107,202,5.71,Loamy
28,105,141,5.44,Acidic
134,67,133,6.27,Loamy
13,32,201,6.76,Clay
11,50,107,4.35,Acidic
98,32,141,7.75,Alkaline
132,6,146,8.8,Alkaline
80,131,31,5.17,Acidic
105,21,141,4.58,Acidic
31,63,168,8.06,Alkaline
73,136,97,4.6,Acidic
80,81,104,3.75,Acidic
68,135,135,7.22,Clay
44,119,121,4.94,Acidic
105,101,155,4.53,Acidic
136,109,126,9.39,Alkaline
99,28,114,5.25,Acidic
8,39,77,8.92,Alkaline
61,6,34,4.57,Acidic
28,37,23,8.41,Alkaline
124,80,106,6.51,Loamy
113,90,71,3.97,Acidic
133,142,54,7.9,Alkaline
119,85,52,8.85,Alkaline
78,66,7,4.48,Acidic
92,47,70,7.85,Alkaline
3,125,159,6.17,Clay
81,63,110,8.02,Alkaline
74,13,115,7.78,Alkaline
13,81,44,3.66,Acidic
130,67,129,4.57,Acidic
113,56,22,6.33,Loamy
61,27,159,9.1,Alkaline
105,34,143,5.55,Clay
63,25,171,7.27,Clay
101,47,23,3.57,Acidic
105,139,93,7.77,Alkaline
19,20,139,7.12,Clay
57,27,61,7.79,Alkaline
111,91,134,8.93,Alkaline
56,35,42,4.38,Acidic
118,125,137,5.07,Acidic
96,73,86,9.47,Alkaline
91,138,40,4.44,Acidic
51,119,200,7.82,Alkaline
36,63,92,7.85,Alkaline
7,81,123,7.6,Alkaline
43,142,89,4.86,Acidic
97,11,189,4.79,Acidic
132,41,152,7.5,Clay
117,90,137,4.62,Acidic
68,20,28,7.47,Sandy
44,120,34,6.46,Sandy
136,122,32,5.82,Loamy
31,18,185,5.3,Acidic
32,143,183,9.19,Alkaline
125,91,113,6.55,Loamy
66,108,139,6.87,Clay
29,145,174,9.2,Alkaline
113,48,39,7.42,Sandy
28,32,123,9.25,Alkaline
130,20,38,4.14,Acidic
29,54,107,8.58,Alkaline
136,119,205,5.51,Loamy
129,72,121,8.36,Alkaline
61,96,80,8.63,Alkaline
2,125,58,5.13,Acidic
67,144,33,5.95,Sandy
24,20,142,7.86,Alkaline
140,57,31,4.09,Acidic
43,53,17,8.03,Alkaline
54,66,46,4.16,Acidic
136,88,169,8.99,Alkaline
129,60,193,5.16,Acidic
40,124,25,6.95,Sandy
63,94,135,4.2,Acidic
30,124,140,5.12,Acidic
46,77,74,5.92,Sandy
129,73,149,6.42,Loamy
95,102,14,3.5,Acidic
76,6,145,8.83,Alkaline
109,57,110,3.55,Acidic
68,123,16,8.14,Alkaline
57,11,198,6.32,Clay
105,79,132,6.64,Loamy
43,99,155,4.75,Acidic
73,7,197,7.14,Clay
55,83,132,6.72,Clay
126,21,184,4.49,Acidic
29,116,65,4.93,Acidic
70,56,30,3.9,Acidic
117,11,19,3.9,Acidic
54,116,26,3.58,Acidic
66,137,93,4.82,Acidic
140,58,69,7.58,Alkaline
2,65,158,5.4,Acidic
25,113,25,5.56,Sandy
56,20,156,4.29,Acidic
125,51,20,6.95,Loamy
52,52,164,5.55,Clay
42,125,20,7.56,Alkaline
48,68,46,7.95,Alkaline
41,54,164,7.01,Clay
10,45,182,5.16,Acidic
102,26,45,6.55,Sandy
97,119,112,5.01,Acidic
84,9,129,8.92,Alkaline
99,105,156,8.1,Alkaline
103,82,17,6.46,Loamy
45,45,83,9.29,Alkaline
43,96,142,6.78,Clay
21,26,46,5.47,Acidic
113,57,173,4.07,Acidic
124,97,125,6.76,Loamy
123,14,135,8.66,Alkaline
29,53,187,8.7,Alkaline
7,75,20,7.13,Sandy
97,23,48,5.86,Sandy
56,59,162,7.4,Clay
110,25,125,8.07,Alkaline
72,30,169,5.97,Clay
114,32,192,6.36,Clay
19,44,28,7.58,Alkaline
24,33,30,8.76,Alkaline
18,24,62,8.25,Alkaline
4,24,13,3.63,Acidic
74,78,130,4.25,Acidic
127,144,193,8.62,Alkaline
71,124,23,8.5,Alkaline
39,101,32,5.83,Sandy
25,124,139,7.01,Clay
26,29,49,8.94,Alkaline
82,8,132,8.97,Alkaline
127,8,98,8.2,Alkaline
32,141,195,4.76,Acidic
96,30,169,7.88,Alkaline
110,83,20,4.11,Acidic
15,94,9,8.86,Alkaline
22,75,161,4.39,Acidic
134,80,56,7.47,Loamy
25,103,155,7.16,Clay
95,131,10,8.16,Alkaline
11,36,168,6.81,Clay
71,13,189,3.86,Acidic
132,82,165,7.74,Alkaline
105,17,53,5.8,Sandy
116,128,173,5.42,Acidic
25,100,84,9.45,Alkaline
132,87,187,7.04,Loamy
21,144,102,7.76,Alkaline
12,22,111,6.66,Sandy
106,145,158,8.12,Alkaline
22,97,41,8.01,Alkaline
96,28,120,7.44,Sandy
17,106,21,9.49,Alkaline
116,144,36,6.26,Loamy
29,64,160,7.74,Alkaline
25,64,29,8.29,Alkaline
38,104,179,5.76,Clay
129,5,26,6.24,Sandy
112,47,65,9.32,Alkaline
133,59,130,3.69,Acidic
45,38,48,5.51,Sandy
49,38,106,6.42,Sandy
105,114,24,3.51,Acidic
71,88,113,8.89,Alkaline
73,94,182,5.22,Acidic
16,83,92,5.05,Acidic
69,75,179,8.42,Alkaline
5,75,51,5.17,Acidic
25,118,204,7.45,Clay
139,33,55,8.43,Alkaline
98,101,187,8.25,Alkaline
21,57,43,8.19,Alkaline
50,68,18,4.03,Acidic
103,65,201,3.98,Acidic
88,112,179,5.34,Acidic
140,41,25,3.72,Acidic
137,139,147,6.5,Loamy
8,12,104,5.87,Sandy
78,82,101,6.84,Sandy
51,72,5,5.29,Acidic
129,25,113,6.41,Sandy
12,98,86,5.51,Sandy
50,79,142,4.67,Acidic
33,82,155,7.4,Clay
34,70,22,7.54,Alkaline
130,58,62,8.48,Alkaline
119,104,130,8.75,Alkaline
69,25,77,7.73,Alkaline
66,57,114,7.62,Alkaline
102,87,56,3.84,Acidic
72,8,50,4.16,Acidic
115,59,111,8.38,Alkaline
132,19,17,4.9,Acidic
66,68,100,5.63,Sandy
138,116,21,4.37,Acidic
120,122,71,4.67,Acidic
93,24,65,8.15,Alkaline
128,68,69,5.07,Acidic
90,37,185,6.19,Clay
91,85,137,4.41,Acidic
62,130,164,7.57,Alkaline
28,73,93,7.87,Alkaline
11,98,177,5.67,Clay
76,72,60,8.21,Alkaline
40,91,9,4.94,Acidic
129,25,105,7.65,Alkaline
36,67,91,7.88,Alkaline
23,89,166,9.31,Alkaline
98,138,65,4.89,Acidic
99,28,194,4.06,Acidic
138,115,73,5.08,Acidic
57,99,67,4.24,Acidic
28,87,48,4.52,Acidic
59,106,32,5.5,Sandy
94,82,202,5.98,Loamy
41,128,17,8.92,Alkaline
42,144,175,4.67,Acidic
73,124,34,9.33,Alkaline
63,19,158,8.36,Alkaline
1,87,67,8.79,Alkaline
65,10,77,9.08,Alkaline
30,71,61,8.02,Alkaline
114,126,68,8.23,Alkaline
25,88,181,6.13,Clay
28,115,56,6.56,Sandy
77,140,67,9.09,Alkaline
24,68,145,5.77,Clay
47,130,97,3.75,Acidic
64,32,111,8.08,Alkaline
66,102,113,6.94,Sandy
89,145,92,8.39,Alkaline
136,17,49,3.95,Acidic
37,90,112,7.23,Sandy
86,25,50,4.99,Acidic
64,67,81,8.92,Alkaline
26,115,173,4.16,Acidic
105,80,50,8.56,Alkaline
122,77,133,4.03,Acidic
43,11,205,3.65,Acidic
99,76,200,4.91,Acidic
27,133,96,5.5,Sandy
16,135,16,7.26,Sandy
126,108,92,4.29,Acidic
122,32,77,6.12,Sandy
130,47,167,4.73,Acidic
75,101,106,8.63,Alkaline
45,50,103,3.77,Acidic
68,5,165,5.64,Clay
136,106,62,7.29,Loamy
84,39,132,8.98,Alkaline
10,58,121,8.71,Alkaline
68,28,39,8.87,Alkaline
98,26,178,3.88,Acidic
90,20,88,8.55,Alkaline
93,17,70,8.18,Alkaline
114,104,176,8.91,Alkaline
30,104,30,5.37,Acidic
10,66,46,8.97,Alkaline
86,91,81,5.92,Sandy
120,82,34,7.3,Loamy
129,71,120,6.05,Loamy
104,95,164,6.07,Loamy
26,37,40,6.78,Sandy
1,119,23,5.64,Sandy
102,23,26,8.26,Alkaline
100,128,69,7.3,Loamy
20,124,61,7.64,Alkaline
57,101,15,4.89,Acidic
132,28,30,9.32,Alkaline
84,31,180,7.46,Clay
92,79,23,4.68,Acidic
19,27,87,8.0,Alkaline
60,45,144,4.54,Acidic
37,60,71,3.88,Acidic
24,102,60,6.67,Sandy
129,10,22,6.82,Sandy
120,44,117,4.63,Acidic
25,46,9,5.59,Sandy
66,36,116,9.17,Alkaline
0,14,156,5.21,Acidic
50,73,119,4.43,Acidic
4,13,170,9.46,Alkaline
12,73,71,5.31,Acidic
139,143,74,7.58,Alkaline
47,103,56,4.89,Acidic
56,78,131,6.8,Clay
114,107,171,5.82,Loamy
34,127,191,9.27,Alkaline
75,106,158,6.1,Clay
93,12,69,7.01,Sandy
4,23,84,9.17,Alkaline
21,6,180,9.44,Alkaline
102,59,117,4.11,Acidic
130,143,115,8.51,Alkaline
123,21,57,5.79,Sandy
52,65,141,7.07,Clay
68,135,137,5.75,Clay
103,90,120,5.91,Loamy
15,39,76,4.45,Acidic
115,107,193,6.94,Loamy
75,70,25,6.78,Sandy
108,5,107,4.64,Acidic
38,139,111,6.75,Sandy
88,123,67,9.34,Alkaline
111,138,152,7.79,Alkaline
46,59,190,6.39,Clay
136,104,177,9.0,Alkaline
127,25,154,6.95,Clay
76,55,81,4.31,Acidic
14,104,79,6.79,Sandy
35,12,195,4.59,Acidic
62,72,162,8.11,Alkaline
68,111,67,9.3,Alkaline
73,71,176,5.66,Clay
23,6,71,6.11,Sandy
48,5,190,6.03,Clay
6,5,197,5.21,Acidic
3,106,40,8.27,Alkaline
89,119,138,7.21,Clay
59,139,41,3.88,Acidic
54,92,97,8.53,Alkaline
15,96,79,4.62,Acidic
28,22,187,9.37,Alkaline
13,92,191,5.76,Clay
78,37,170,7.2,Clay
32,77,119,3.97,Acidic
20,32,157,5.57,Clay
22,91,81,8.31,Alkaline
56,57,165,6.36,Clay
92,48,17,8.93,Alkaline
19,84,42,6.95,Sandy
18,142,190,9.07,Alkaline
102,18,152,9.4,Alkaline
76,107,21,6.22,Sandy
32,40,127,6.89,Clay
17,38,118,8.51,Alkaline
72,92,156,4.83,Acidic
16,20,30,8.67,Alkaline
18,45,172,7.05,Clay
69,29,36,7.85,Alkaline
119,130,169,3.98,Acidic
100,12,90,8.1,Alkaline
33,116,102,5.36,Acidic
83,98,95,8.33,Alkaline
73,88,125,6.55,Clay
87,72,192,5.15,Acidic
84,71,61,9.22,Alkaline
10,115,111,8.09,Alkaline
90,22,190,9.41,Alkaline
126,60,199,5.69,Loamy
112,39,26,7.4,Sandy
79,138,190,7.17,Clay
6,122,116,7.63,Alkaline
15,30,89,3.73,Acidic
15,65,84,5.25,Acidic
11,92,77,8.96,Alkaline
34,19,81,6.04,Sandy
20,95,78,9.26,Alkaline
16,36,131,4.78,Acidic
31,144,181,9.48,Alkaline
40,137,125,7.69,Alkaline
133,68,89,8.16,Alkaline
26,90,181,5.88,Clay
65,49,174,8.94,Alkaline
136,39,172,6.77,Clay
91,30,203,7.59,Alkaline
60,27,178,4.07,Acidic
2,145,154,7.29,Clay
102,135,86,8.77,Alkaline
54,33,25,4.57,Acidic
0,68,183,7.93,Alkaline
100,117,146,3.65,Acidic
44,138,78,9.06,Alkaline
25,143,13,9.4,Alkaline
120,122,150,5.63,Loamy
45,71,17,4.14,Acidic
121,112,21,7.45,Loamy
30,90,130,3.68,Acidic
58,33,91,6.39,Sandy
28,64,157,5.13,Acidic
105,58,186,6.34,Loamy
16,97,20,3.61,Acidic
23,73,28,3.81,Acidic
108,121,79,3.6,Acidic
90,13,155,7.21,Clay
24,130,173,6.86,Clay
31,81,107,4.9,Acidic
115,14,90,7.38,Sandy
81,106,165,8.81,Alkaline
109,62,109,5.16,Acidic
36,117,46,8.49,Alkaline
25,110,180,7.48,Clay
136,39,22,3.7,Acidic
63,107,195,5.75,Clay
71,107,82,6.55,Sandy
105,101,96,7.89,Alkaline
85,140,15,5.22,Acidic
52,140,156,9.4,Alkaline
91,110,193,7.61,Alkaline
98,75,196,5.74,Loamy
10,81,168,4.08,Acidic
30,58,130,4.59,Acidic
99,25,101,6.43,Sandy
86,115,57,6.47,Sandy
139,79,87,8.11,Alkaline
14,18,51,7.86,Alkaline
100,6,56,4.71,Acidic
28,112,61,7.07,Sandy
113,82,79,3.62,Acidic
106,52,155,5.89,Loamy
107,95,63,8.08,Alkaline
129,140,73,5.9,Loamy
83,21,188,8.51,Alkaline
14,16,90,9.36,Alkaline
131,30,174,7.14,Clay
49,41,150,4.37,Acidic
22,74,75,5.78,Sandy
58,83,37,3.56,Acidic
89,94,7,7.12,Sandy
114,45,32,8.43,Alkaline
74,133,5,7.28,Sandy
122,21,130,8.22,Alkaline
135,57,195,8.3,Alkaline
138,122,117,8.61,Alkaline
17,113,51,5.1,Acidic
49,140,41,8.73,Alkaline
117,81,90,7.42,Loamy
136,84,52,5.24,Acidic
138,49,112,9.42,Alkaline
107,22,23,9.2,Alkaline
66,103,146,6.95,Clay
77,72,199,8.56,Alkaline
74,87,87,5.07,Acidic
38,54,69,6.0,Sandy
24,29,30,4.6,Acidic
20,125,142,6.62,Clay
137,72,103,6.48,Loamy
14,60,81,4.78,Acidic
47,43,74,7.54,Alkaline
85,67,47,4.21,Acidic
115,132,74,3.87,Acidic
49,139,204,5.81,Clay
140,126,63,5.96,Loamy
68,63,7,5.42,Acidic
3,52,137,5.05,Acidic
77,137,89,5.53,Sandy
8,40,99,4.48,Acidic
120,92,82,5.92,Loamy
114,29,105,8.93,Alkaline
100,23,87,4.85,Acidic
96,139,169,7.61,Alkaline
80,70,88,4.35,Acidic
42,84,184,5.62,Clay
94,129,198,5.43,Acidic
5,107,125,9.12,Alkaline
66,133,195,6.07,Clay
139,135,139,7.64,Alkaline
99,131,57,7.11,Loamy
11,25,118,4.35,Acidic
65,130,10,9.14,Alkaline
1,128,139,5.58,Clay
80,15,176,3.77,Acidic
134,26,22,5.3,Acidic
69,115,58,5.51,Sandy
114,129,131,4.06,Acidic
87,61,161,7.22,Clay
5,93,29,5.58,Sandy
26,135,67,7.27,Sandy
81,132,200,3.54,Acidic
87,49,119,9.39,Alkaline
119,40,145,4.52,Acidic
23,91,164,7.46,Clay
101,122,159,7.79,Alkaline
33,76,55,4.53,Acidic
46,72,166,4.17,Acidic
23,107,32,4.42,Acidic
64,33,77,4.98,Acidic
17,109,76,4.51,Acidic
43,77,89,7.54,Alkaline
75,123,114,6.02,Sandy
56,89,34,6.73,Sandy
106,93,13,3.78,Acidic
123,93,145,8.67,Alkaline
138,80,86,4.52,Acidic
115,143,68,5.66,Loamy
92,120,42,3.93,Acidic
41,143,123,4.32,Acidic
27,57,26,7.49,Sandy
122,68,163,7.66,Alkaline
23,142,103,7.56,Alkaline
135,35,174,6.81,Clay
105,40,194,9.22,Alkaline
117,14,110,6.54,Sandy
52,30,68,6.2,Sandy
131,24,13,4.99,Acidic
99,129,130,4.09,Acidic
4,48,99,6.79,Sandy
48,66,176,5.39,Acidic
97,83,195,6.64,Loamy
29,13,172,4.74,Acidic
71,75,92,8.53,Alkaline
102,94,173,9.5,Alkaline
62,28,117,5.43,Acidic
25,144,76,8.55,Alkaline
36,64,54,8.74,Alkaline
6,88,152,9.48,Alkaline
126,124,85,5.56,Loamy
91,82,202,8.04,Alkaline
102,20,174,4.87,Acidic
52,33,37,7.25,Sandy
131,123,67,7.73,Alkaline
107,39,189,7.95,Alkaline
111,47,197,4.74,Acidic
6,100,109,8.59,Alkaline
66,123,184,6.03,Clay
107,57,103,4.8,Acidic
110,24,10,6.76,Sandy
82,119,139,8.68,Alkaline
123,12,13,9.3,Alkaline
138,126,105,7.99,Alkaline
103,46,65,3.53,Acidic
66,81,166,4.31,Acidic
6,74,167,3.96,Acidic
109,115,103,4.11,Acidic
33,20,152,5.8,Clay
105,73,62,5.53,Loamy
57,57,64,4.18,Acidic
8,10,186,8.79,Alkaline
47,127,39,7.19,Sandy
114,37,51,8.28,Alkaline
40,19,50,5.73,Sandy
47,18,91,5.96,Sandy
24,67,8,5.41,Acidic
115,9,14,6.13,Sandy
77,125,111,7.16,Sandy
107,94,79,6.46,Loamy
24,111,44,8.53,Alkaline
38,20,131,8.9,Alkaline
118,103,187,6.32,Loamy
78,57,123,4.94,Acidic
79,81,77,9.17,Alkaline
26,97,44,7.91,Alkaline
103,102,100,7.34,Loamy
73,102,27,7.97,Alkaline
67,63,147,3.96,Acidic
27,141,119,3.91,Acidic
122,30,120,4.42,Acidic
137,7,137,4.38,Acidic
82,104,172,6.02,Clay
29,51,150,4.44,Acidic
21,9,25,8.63,Alkaline
2,66,7,6.97,Sandy
100,88,50,5.71,Loamy
104,137,94,3.92,Acidic
1,142,83,7.05,Sandy
53,84,131,4.2,Acidic
5,67,57,7.96,Alkaline
106,29,152,8.32,Alkaline
122,48,191,6.76,Clay
1,18,25,4.4,Acidic
110,90,94,8.22,Alkaline
1,23,117,5.35,Acidic
92,106,55,4.84,Acidic
100,24,157,6.32,Clay
96,83,72,9.04,Alkaline
110,143,120,5.28,Acidic
5,102,142,8.93,Alkaline
126,125,199,3.82,Acidic
103,21,87,4.0,Acidic
0,54,99,7.69,Alkaline
32,14,141,4.64,Acidic
39,62,33,5.4,Acidic
31,99,169,4.32,Acidic
16,111,114,5.49,Acidic
125,143,75,5.18,Acidic
7,37,42,7.92,Alkaline
56,50,131,7.71,Alkaline
41,133,76,9.23,Alkaline
97,66,63,7.85,Alkaline
136,91,189,7.67,Alkaline
119,77,192,7.67,Alkaline
86,5,32,8.8,Alkaline
53,25,160,5.28,Acidic
83,26,50,5.3,Acidic
24,8,75,7.95,Alkaline
66,69,199,4.87,Acidic
45,67,187,8.97,Alkaline
21,40,42,6.71,Sandy
138,33,121,5.3,Acidic
7,73,112,8.16,Alkaline
38,115,150,5.37,Acidic
48,104,99,9.28,Alkaline
45,45,67,9.4,Alkaline
37,52,107,7.5,Sandy
135,134,9,4.18,Acidic
53,115,176,5.08,Acidic
91,66,161,6.59,Loamy
39,111,111,8.61,Alkaline
33,110,146,4.61,Acidic
95,136,62,4.13,Acidic
78,117,176,3.95,Acidic
126,72,150,6.54,Loamy
16,93,11,8.81,Alkaline
109,82,91,3.75,Acidic
51,79,101,4.77,Acidic
117,29,194,7.66,Alkaline
8,11,49,8.46,Alkaline
32,117,20,8.34,Alkaline
112,40,68,8.21,Alkaline
84,14,41,4.28,Acidic
9,117,157,5.88,Clay
5,40,13,9.41,Alkaline
114,22,187,9.43,Alkaline
120,138,160,7.11,Loamy
140,139,141,7.76,Alkaline
64,106,144,9.21,Alkaline
19,144,150,6.2,Clay
56,29,94,4.32,Acidic
45,37,188,7.51,Alkaline
135,91,78,9.26,Alkaline
9,77,190,7.68,Alkaline
112,10,129,8.32,Alkaline
138,141,55,6.04,Loamy
11,71,36,4.08,Acidic
137,97,92,4.51,Acidic
10,112,180,9.4,Alkaline
117,30,140,6.46,Clay
38,42,162,3.57,Acidic
52,107,30,9.23,Alkaline
55,46,156,6.49,Clay
103,70,159,8.52,Alkaline
128,46,171,6.79,Clay
55,42,70,4.11,Acidic
117,145,183,7.19,Loamy
131,110,77,9.48,Alkaline
29,100,54,3.71,Acidic
11,74,49,8.55,Alkaline
34,42,91,4.91,Acidic
76,101,37,5.86,Sandy
